video_id,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,description
Kp3ZY3hA__0,Siem Reap Cambodia - Pub Street at night,kuanbt,19,2011-05-11T06:17:20Z,Pub Street or Bar Street|Pub Street|foods|night market|Cambodia|Siem Reap|Angkor Thom|Angkor Wat|Sunset|Sunrise 🌄,1987,5,0,0,,"The growth of the area started on what is now almost officially (there's a sign up now) known as ""Pub Street"" or ""Bar Street,"" depending on your choice of terminology, but food and drink options have since spread to a number of surrounding streets as well.

""Pub Street"" itself would at this point, probably be more accurately known as ""Food Street"". With two exceptions, The Angkor What? Bar and the Temple Club, as the emphasis here is now almost entirely on food opposed to drinking. That said, in the alleys and streets running both parallel and perpendicular to ""Pub/Bar/Food Street"" you can not only find more restaurants but many bars as well. Drinking until the wee hours of the morning remains a very viable activity here. The alleyway to the north of ""Pub Street"" has recently seen several new bars open, while the alleyway to the south has been filled up with restaurants. 

http://www.talesofasia.com/cambodia-siemreap-guide-eat.htm

2011"
C4oFaEMQnaQ,"Bangkok-Phuket-Pattaya, April 2011",Lars Erik Mogstad,24,2011-05-10T17:41:29Z,Bangkok|Phuket|Pattaya|April|2011|Songkran|Bangla|Soi|Tiger|sexy|girls|dancing|Walking Street|thailand|coyotee|gogo|bar|nightlife|Tourism|Travel|Plumbo|møkkamann|Night|patong|Sexy|Redlight|loom,56978,63,3,15,"{'url': 'https://i.ytimg.com/vi/C4oFaEMQnaQ/sddefault.jpg', 'width': 640, 'height': 480}",Trip to Bangkok Phuket Pattaya April 2011
gthROch0Q6U,"The Killing Fields @ Choeung EK, Phnom Penh Cambodia",kuanbt,27,2011-05-10T01:24:05Z,Khmer|Rouge|Regime|VIetnam|War|monument|Killing|Fields|Choeung|Ek|Phnom|Penh|Cambodia|Phnom Penh,3765,8,0,4,,"The Killing Fields are a number of sites in Cambodia where large numbers of people were killed and buried by the Khmer Rouge regime, during its rule of the country from 1975 to 1979, immediately after the end of the Vietnam War.

The best known monument of the Killing Fields is Choeung Ek.

http://en.wikipedia.org/wiki/The_Killing_Fields

2011"
lqj1cYOzbg8,Phnom Penh @ Cambodia,kuanbt,19,2011-05-09T23:07:36Z,Phnom|Penh|capital|largest|city|Cambodia|located|confluence|Mekong|Tonle|Sap|rivers,7969,11,0,4,,"Phnom Penh is the capital and largest city of Cambodia, located at the confluence of the Mekong and the Tonle Sap rivers. 

http://wikitravel.org/en/Phnom_Penh

2011"
AQQYKHtSkxM,International Samui Bike Week 2011,BEACH BREAKS,19,2011-05-07T17:11:37Z,Koh Samui AT CHAWENG LAKE|KOH SAMUI|thailand|motorbike|engine|bangkok|Samui Bike Week 2011|cycling|Ko Samui (Island)|Outdoor Sports|Bike|Ride|Bicycle|Riding|Riders|festival|Biking|Khmer|Trial|Trail|Dirt|Fest,5255,10,1,0,"{'url': 'https://i.ytimg.com/vi/AQQYKHtSkxM/sddefault.jpg', 'width': 640, 'height': 480}","AT CHAWENG LAKE, KOH SAMUI, THAILAND

""Samui - The Green Island and The Blue Ocean""
Samui Rider Club welcomes all bikers who love riding to come to International Samui Bike Week 2011 festival. In this festival, there are many bikers' clubs, all big bike brand and including The Haley-Devidson coming to the show. We would like to invite both Thais and Foreigners who are interested in the two wheels.
There were more than a thousand riders participated last year. For this year, we try harder to provide for more participants enjoying their time during the week. There are varieties of concert bands, many shops, selected famous local food stands and a cowboy's show. On top of these, you will be able to join bikers' activities and amaze with various fabulous motorbikes' brand presenting.
Moreover, this festival is a part of social responsible project, which is ""The Riding for Peace and Environment"". The aim is to gathering loving riders to show their power, spirit and unity. This is for riding together peacefully among different people and different nation. Then after the festival, we will donate some parts of the income to The Green Island Project for sustainable conveniences and promoting the greening our Koh Samui, greening our world.
Last but not least, Samui Riders' Club would like to thank our sponsors and supporters including Koh Samui Municipality, Tourism Association of Koh Samui, and Koh Samui -- Tourism Authority of Thailand very much for all"
ywd33iF_ki8,( Hát nhép) - Buồn hơn chữ buồn - Tunglinhtn,TungLinh TN,10,2011-05-02T06:55:46Z,Buon|hon|chu|buon|hát|hat|nhép|nhep|hai|hài|hay|hot|dương565|clip|video|vui|nhất|mới|đẳng|cấp|music|vietnamese|hit|Tunglinh TN|lip dub,33878,109,6,110,,"Clip  đc thực hiện bởi các ae tại tổ 03, p. Cam Giá - tp Thái Nguyên.
Trong clip còn nhiều sai sót do nhiều điều kiện về kỹ thuật , thời tiết và địa điểm quay. Mong nhận đc sự ủng hộ và thông cảm của mọi ng...
 CLIP CHỈ MANG MỤC ĐÍCH GIẢI TRÍ LÀNH MẠNH !"
jOEbsUPN-g4,Lớp k18TH8  Trường cao đẳng điện lực miền trung,sanhthien,22,2011-04-26T09:11:19Z,Lớp|k18TH8|Trường|cao|đẳng|điện|lực|miền|trung,2936,8,0,3,"{'url': 'https://i.ytimg.com/vi/jOEbsUPN-g4/sddefault.jpg', 'width': 640, 'height': 480}",Lớp k18TH8  Trường cao dang dien luc mien trung hoi an
-ToZsl1R5hY,Dancing Away @ Angkor Wat Siam Reap Cambodia,kuanbt,24,2011-04-25T00:14:51Z,Dancing|Away|Angkor|Wat|Siam|Reap|Angkor Wat|Cambodia|South East Asia,160,3,0,2,"{'url': 'https://i.ytimg.com/vi/-ToZsl1R5hY/sddefault.jpg', 'width': 640, 'height': 480}",Dancing Away @AngkorWat Siam Reap
0onG_2OLhxk,NjoyEntertainer โฆษณา ซิงเกอร์ ตอน 1,NjoyEntertainer,23,2011-04-23T03:45:18Z,#Entertainer #mc #Seminar #Party #Outting #Concert #Roadshow #Evant #GrandOpening,2649,8,0,6,,"โฆษณา ซิงเกอร์ ชุดแม่บ้านหัวใส ใช้ชีวิตอย่างมีความสุข แต่เสียดาย เนื่องจากเทปเสียและ เก่ามาก เลยไม่มีเสียง ใช้เพลง ไอ วิว เซอร์วาย คะ
#โฆษณาตลก #บ้าบอ #เฮฮา #ตะมุตะมิ

Blogger : Review🌷
IG : NjoyEntertainer✈️
FB : NjoyEntertainer🎉
Njoyสาวน้อยมหัศจรรย์🌿
ผจก.คุณตุ๋ย 0955534634

ที่รักกก...ฝากกดติดตามช่อง Youtube : NjoyEntertainer ด้วยนะคะ

IG : FB NjoyEntertainer✈️
https://www.instagram.com/p/CCTcDpXhMLy/?igshid=xbtfztrlaojr

https://www.facebook.com/njoy.entertainer

FB : เมื่อความสุขไล่ล่าฉัน
https://www.facebook.com/645552335530780/posts/3464234306995888/?substory_index=1

Twitter : NjoyEntertainer
https://twitter.com/NjoyEntertainer?s=09

#ประโยชน์แก่ผู้คนจำนวนมาก
#เป็นมากกว่าพิธีกร  #คิดดีทำดี #psi​​#enjoyentertainer #mc #otop​ #Otopcity ＃entertainer #Advertising
#otopนนทบุรี #nbt #ข่าวความดี  #แถลงข่าว #seminar #party #outting #concert #roadshow #Evant #grandopening  #toannouce #model #actress #organizer #thailand #DJ #Njoyentertainer #Njoyสาวน้อยมหัศจรรย์ #Blogger #Review"
uc4cHozc5vg,NjoyEntertainer โฆษณา MK สุกี้,NjoyEntertainer,23,2011-04-23T03:41:52Z,#Entertainer #mc #Seminar #Party #Outting #Concert #Roadshow #Evant #GrandOpening,3015,7,1,9,,"กินอะไร กินอะไร กินอะไร ไปกิน #MK ...นั่งอยู่โต๊ะ พนักงาน officeคะ กลุ่มชุดสีแดง#โฆษณาตลก #บ้าบอ #เฮฮา #ตะมุตะมิ

Blogger : Review🌷
IG : NjoyEntertainer✈️
FB : NjoyEntertainer🎉
Njoyสาวน้อยมหัศจรรย์🌿
ผจก.คุณตุ๋ย 0955534634

ที่รักกก...ฝากกดติดตามช่อง Youtube : NjoyEntertainer ด้วยนะคะ

IG : FB NjoyEntertainer✈️
https://www.instagram.com/p/CCTcDpXhMLy/?igshid=xbtfztrlaojr

https://www.facebook.com/njoy.entertainer

FB : เมื่อความสุขไล่ล่าฉัน
https://www.facebook.com/645552335530780/posts/3464234306995888/?substory_index=1

Twitter : NjoyEntertainer
https://twitter.com/NjoyEntertainer?s=09

#ประโยชน์แก่ผู้คนจำนวนมาก
#เป็นมากกว่าพิธีกร  #คิดดีทำดี #psi​​#enjoyentertainer #mc #otop​ #Otopcity ＃entertainer #Advertising
#otopนนทบุรี #nbt #ข่าวความดี  #แถลงข่าว #seminar #party #outting #concert #roadshow #Evant #grandopening  #toannouce #model #actress #organizer #thailand #DJ #Njoyentertainer #Njoyสาวน้อยมหัศจรรย์ #Blogger #Review"
BjuQOEm9kug,NjoyEntertainer โฆษณามาลีฟรุ้ตทรี โวทาเรล ไวไว,NjoyEntertainer,23,2011-04-23T03:30:20Z,#Entertainer #mc #Seminar #Party #Outting #Concert #Roadshow #Evant #GrandOpening,3260,14,0,4,,"โฆษณา น้ำผลไม้ มาลีฟรุ๊ตทรี นางกระต่าย ยั่วสามี แต่สามีมิอาจเป็นใจ....!!!!!

โฆษณา โวลทาเรล อิมมาเจล มัน ไว อยู่คะ ต้องดู ดี ดี อิอิ

โฆษณา บะหมี่ ไว ไว ลุุ้นโชค โตโยต้าอัลติส #โฆษณาตลก #บ้าบอ #เฮฮา #ตะมุตะมิ #malee

Blogger : Review🌷
IG : NjoyEntertainer✈️
FB : NjoyEntertainer🎉
Njoyสาวน้อยมหัศจรรย์🌿
ผจก.คุณตุ๋ย 0955534634

ที่รักกก...ฝากกดติดตามช่อง Youtube : NjoyEntertainer ด้วยนะคะ

IG : FB NjoyEntertainer✈️
https://www.instagram.com/p/CCTcDpXhMLy/?igshid=xbtfztrlaojr

https://www.facebook.com/njoy.entertainer

FB : เมื่อความสุขไล่ล่าฉัน
https://www.facebook.com/645552335530780/posts/3464234306995888/?substory_index=1

Twitter : NjoyEntertainer
https://twitter.com/NjoyEntertainer?s=09

#ประโยชน์แก่ผู้คนจำนวนมาก
#เป็นมากกว่าพิธีกร  #คิดดีทำดี #psi​​#enjoyentertainer #mc #otop​ #Otopcity ＃entertainer #Advertising
#otopนนทบุรี #nbt #ข่าวความดี  #แถลงข่าว #seminar #party #outting #concert #roadshow #Evant #grandopening  #toannouce #model #actress #organizer #thailand #DJ #Njoyentertainer #Njoyสาวน้อยมหัศจรรย์ #Blogger #Review"
dRbMssJSQ3I,NjoyEntertainer โฆษณา นมดีน่าผสม น้ำผึ้ง,NjoyEntertainer,23,2011-04-22T15:45:57Z,#Entertainer #mc #Seminar #Party #Outting #Concert #Roadshow #Evant #GrandOpening,2165,6,0,4,,"เมื่อโลก เข้าสู่ ยุคมืด สำหรับคุณผู้ชาย ปั่นแหลก เพื่อผลิตไฟฟ้า ด้วยพลังงาน จากนม #ดีน่า ให้คุณผู้หญิง ได้ ลั่นล้า คะ
#โฆษณาตลก #บ้าบอ #เฮฮา #ตะมุตะมิ

Blogger : Review🌷
IG : NjoyEntertainer✈️
FB : NjoyEntertainer🎉
Njoyสาวน้อยมหัศจรรย์🌿
ผจก.คุณตุ๋ย 0955534634

ที่รักกก...ฝากกดติดตามช่อง Youtube : NjoyEntertainer ด้วยนะคะ

IG : FB NjoyEntertainer✈️
https://www.instagram.com/p/CCTcDpXhMLy/?igshid=xbtfztrlaojr

https://www.facebook.com/njoy.entertainer

FB : เมื่อความสุขไล่ล่าฉัน
https://www.facebook.com/645552335530780/posts/3464234306995888/?substory_index=1

Twitter : NjoyEntertainer
https://twitter.com/NjoyEntertainer?s=09

#ประโยชน์แก่ผู้คนจำนวนมาก
#เป็นมากกว่าพิธีกร  #คิดดีทำดี #psi​​#enjoyentertainer #mc #otop​ #Otopcity ＃entertainer #Advertising
#otopนนทบุรี #nbt #ข่าวความดี  #แถลงข่าว #seminar #party #outting #concert #roadshow #Evant #grandopening  #toannouce #model #actress #organizer #thailand #DJ #Njoyentertainer #Njoyสาวน้อยมหัศจรรย์ #Blogger #Review"
F-nuGyNgUgY,Cu Chi Tunnels in Ho Chi Minh Vietnam 🇻🇳,georeiser,19,2011-04-16T17:01:13Z,cu|chi|saigon|ho|minh|city|Vietnam|war|Cu Chi Tunnels|Viet Cong guerrillas|Vietnam war,1222,3,0,0,"{'url': 'https://i.ytimg.com/vi/F-nuGyNgUgY/sddefault.jpg', 'width': 640, 'height': 480}","Cu Chi Tunnels close to Saigon was used by the Viet Cong guerrillas during the Vietnam war. SUBSCRIBE georeiser: https://tinyurl.com/y8nhb8rq

Recommended video: South-east Africa on a shoestring:
https://www.youtube.com/watch?v=naaAJIFPWm4

Recommended playlist: West Africa videos
https://www.youtube.com/playlist?list=PLDwKxuBjKrYl5Re9rYIvcZWnWdgjmHklU"
J2mlrjJQPjo,Songkran Madness in Banglamphoo - 13 April 2011,S. Haakon Olaisen,19,2011-04-14T10:49:56Z,songkran|festival|celebration|crazy|madness|bangkok|thailand|new year|2011|april|sholaisen|banglamphoo|khao san road|water|splashing|war|water gun|young|people|teenagers,1810,1,0,0,"{'url': 'https://i.ytimg.com/vi/J2mlrjJQPjo/sddefault.jpg', 'width': 640, 'height': 480}",The madness continues in Khao San Road and the rest of Banglamphoo area...
uM0nKVzGrcY,Songkran Madness in Soi Nana - 12 April 2011,S. Haakon Olaisen,19,2011-04-13T07:33:13Z,thailand|bangkok|songkran|new year|celebration|festival|annual|gopro|sukhumvit|soi nana|nana|women|girls|water gun|bazooka|war|crazy|madness|fun|sexy|dance,2663,2,0,4,"{'url': 'https://i.ytimg.com/vi/uM0nKVzGrcY/sddefault.jpg', 'width': 640, 'height': 480}",The madness has started. It's New Year in Thailand...
b1YWtmbYQ0g,Songkran Festival Show at Paradise Park - 11 April 2011,S. Haakon Olaisen,19,2011-04-12T10:57:59Z,bangkok|thailand|art|culture|new year|songkran|april|2011|thai|traditional|dance|music|sholaisen|gopro|festival,1487,2,0,0,"{'url': 'https://i.ytimg.com/vi/b1YWtmbYQ0g/sddefault.jpg', 'width': 640, 'height': 480}",Traditional Thai dance show during the Songkran festival in Bangkok.
_qJ6KuA3jyI,Thailand - Bangkok + Phuket,Jürgen Hertel,19,2011-04-08T15:15:27Z,Thailand|Bangkok|Phuket|Phuket Province (Administrative Division)|Sea Canon|Khao Sok National Park (Protected Site)|Tourist Destination|Schwimender Markt|Klongphanom Nationalpark|Regenwald|Tourism (Interest),387,1,0,1,,"Bangkok - Schwimmender Markt - Phuket - Sea Canon - Khao Sok National Park -  Elefantenreiten  -  Regenwald
Klongphanom National Park"
NbziReNMYOM,tabletennis pingpong sport review longpimple(kokutaku 911 ox) shortpimple(double happyness ox),Mr.PingpongPimple OnTour,17,2011-04-04T10:13:39Z,ปิงปอง|pingpong|pimple|เม็ดยาว|เม็ดสั้น|tabletennis|sport|shortpimple|รามคำแหง|longpimple|ox,3554,8,0,6,,"มาดู รีวิว(review) การตียางเม็ด  สองด้าน ของคุณหลง 
===============================================
คุณ หลง(long pip kokutaku 911 ) (short pip double happyness ox)
ให้ลองสังเกตุ การเคาะ การซับแรง เป็นการเล่นเม็ดยาว แบบชิดโต๊ะ
เคาะ ปาด บุก เมื่อมีโอกาส ก็จะบุกทันที 
บางทีการเล่นเม้ดเม็ดยาวไม่ได้เป็นการเล่น แบบสไตล์รับ เสมอไป
แต่เป็นการสร้างจังหว่ะ บุก โดยทำลายจังหว่ะ ผู้ต่อสู้
.
คุณกี๋ หรือพี่กี๋ (huricane 3 neo-red),(xiom unkhow - back)
จะเป็นการเล่นที่เน้นการฉวยโอกาสเวลาพลั้งพลาดเช่นกัน
เน้นแนวมือโยน มือโยนพเนจรยังไม่ดังตอนนั้น(ha ha ha)
จังหว่ะที่ลูกตกลง ต่ำกว่าโต๊ะ ก็จะโยนโปรยๆอย่างแม่นยำ แม้จะเป็นการตีจากเม็ดยาว
หรือเม็ดสั้น ก็โยนไปข้างหน้า  จนอีกฝ่ายพลาดเอง 
ถ้ามีโอกาสบุก ก็จะบุกอย่างเด็ดขาด รวดเร็ว ในไม้เดียว
===========================================
วีดีโอคลิปนี้  ไม่ได้เจตนาแสดงว่าเราเล่นเก่งมากมายแต่อย่างใด
เป็นการสนุกๆ ออกกำลังกาย สังสรรค์กันใหนหมู่เพื่อนๆในชมรม

ม.รามคำแหง ชมรมเทเบิลเทนนิส รามคำแหง ตีกันสนุกๆ 
การตีแบบสนุกสนาน ที่มี ยางเม็ดสั้น ยางเม็ดยาว ยางเรียบ
ตอนนั้น ปี 2554 ยังมี ตึกนี้ อยู่ที่มหาวิทยาลัยรามคำแหง
============================================
#tabletennis #sport #รามคำแหง #ปิงปอง #เม็ดยาว #เม็ดสั้น"
kPenGLo3Zgc,Kobe Khunakon - Vlog 019 : Tickling Pranks (2011),KOBE KHUNAKON IZAWA,22,2011-04-03T13:05:00Z,Kobe|Khunakon|Harn|Kai|Sekiguchi,468,7,0,1,"{'url': 'https://i.ytimg.com/vi/kPenGLo3Zgc/sddefault.jpg', 'width': 640, 'height': 480}",Kobe Khunakon - Vlog 019 : Tickling Pranks (2011)
8wtl9OIHYs4,Khó chịu !,Hizo Thai,24,2011-04-02T02:34:23Z,hui|huitrieu|trieudinhhuy|hizo|lacoste|huiofficial|hizophoto|ibelongtoyoubae|siro|mrsiro|hoctrosiro|hui ca si,1057,3,0,0,,
2te0RS_zKDE,MC Đám cưới hay nhất ... mọi thời đại .,Viet Kieu Nhat Ban,19,2011-04-01T17:27:53Z,Lễ thành hôn|cô dâu và chú rể hôn nhau|đón dâu|đưa dâu|đám cưới trên đường quê|Mc damcuoi|mcdamcuoihaynhat|mcdamcuoi|mc dam cuoi hay nhat,1412864,1636,188,642,"{'url': 'https://i.ytimg.com/vi/2te0RS_zKDE/sddefault.jpg', 'width': 640, 'height': 480}","MC đám cưới hay nhất ! Lời đầu tiên cho phép Tran Liem được thay lời cho gia đình xin hân hoan chào đón quý vị anh chị và các bạn đã trở về với ngày vui thành hôn của đôi bạn trẻ: chú rể Xuân Khuyên sánh duyên cùng cô dâu Minh Hằng. Xin được kính chúc cho các quý cụ ông thì sống lâu trăm tuổi, mà các quý cụ bà thì sống đến đầu bạc răng long. Quý cô quý bác quý anh, chúc cho lời chúc sức thành dẻo dai. Quý cậu quý mợ quý hai, chúc cho lời chúc ngày mai lắm tiền. Nam thanh thì lấy được vợ hiền, nữ tú lấy được chồng liền tháng sau. Còn các cháu nhỏ lau tau, chúc cho các cháu ngày sau nên người. Cuộc sống thì luôn rộn rã tiếng cười, luôn đạt điểm 10 ở mọi nội dung. Kính thưa toàn thể hội hôn! Trèo lên cây bưởi hái hoa Bước xuống vườn cà hái nụ tầm xuân Nụ tầm xuân nở ra xanh biếc Đôi chúng mình trọn kiếp bên nhau Thời về cuốc đất trồng rau Để Hằng vun xới vườn rau mình trồng Đồng lòng tát cạn bể Đông Tình chồng nghĩa vợ như sông Hồng Hà Đắp xây chung một mái nhà Tình yêu trọn kiếp mặn làm từ đây! Thế giới không có tình yêu thì mặt trời sẽ tắt. Và bởi lẽ tình yêu là chân lý là lẽ sống của mọi thế hệ và mọi thời đại. Chính vì thế từ ngàn năm nay và cho tới mãi mãi về sau, tình yêu luôn luôn là hướng đi, là ánh sáng đưa ta tới bến bờ của hạnh phúc vĩnh cửu. Và ngày hôm nay, 20/9/2010 sau một thời gian dài yêu thương và tìm hiểu lẫn nhau, được sự vun vén tác hợp của đôi bên gia đình đặc biệt là sự chứng kiến và cho phép của chính quyền địa phương, đôi bạn trẻ Xuân Khuyên Minh Hằng sẽ chính thức lên duyên chồng vợ kể từ buổi chiếu hôm nay. Và giờ này, không làm mất thời gian lâu thêm nữa, ngay sau đây BTC xin hân hạnh mời hai bạn trẻ đứng lên ra mắt hội hôn, và xin một tràng pháo tay thật lớn, thật nồng nhiệt để BTC chúng tôi trân trọng tuyên bố, lễ thành hôn cuả đôi bạn trẻ Xuân Khuyên Minh Hằng xin phép chính thức được bắt đầu. LHdt :0987879757"
rG1c9eYMexE,Snorkeling at Ao Muang Mango Bay Koh Tao and Koh Nang Yuan - Thailand สวัสดี,le sergent,19,2011-03-31T20:13:59Z,snorkeling|masque|tuba|palme|plongee|corail|coraux|corals|fish|boat|beach|palm|cocount|ao|muang|bay|koh|tao|sightseeing|nang|yuan|samui|phangan|angthong|thai|thailand|thailande|sail|rock|travel|corse|corsica|sergent|samsara|gothic|underwater diving|scuba|aviation|russia|reef|khmer|swimming|pool|dubbed|bangkok|swim|dive|diving,2609,3,5,0,,"Snorkeling at Ao Muang Mango Bay Koh Tao and Koh Nang Yuan - Thailand

Capu Laurosu  par Le Sergent telechargeable a cette adresse sur Itune :

http://itunes.apple.com/us/album/capu-laurosu/id383053479

Le Sergent

Groupe de Musique Electro Pop Rock en Corse à Propriano dans la région du Valinco

Notre chaine YouTube :

http://www.youtube.com/sgtfloydpeppers

Merci de nous soutenir en votant pour nous à cette adresse :

http://www.zikpot.fr/artiste-Le+sergent+Floyd+Peppers

Vous pouvez également visiter nos sites Myspaces :

http://www.myspace.com/propriano

http://www.myspace.com/olmeto

http://www.myspace.com/viggianello

http://www.myspace.com/sergent2a

http://www.myspace.com/leretour

http://www.myspace.com/porticcio

Notre page sur Facebook :

http://www.facebook.com/sergentfloydpeppers

le sergent sur itune :

http://itunes.apple.com/fr/artist/le-sergent/id333620316

Un like, un pouce bleu ou un gentil commentaire fait toujours plaisir
Abonné vous à ma chaine et liker ma page facebook : 
https://www.facebook.com/sergentfloydpeppers

Tags : snorkeling,masque,tuba,palme,plongee,corail,coraux,corals,fish,boat,beach,palm,cocount,ao,muang,bay,koh,tao,sightseeing,nang,yuan,samui,phangan,angthong,thai,thailand,thailande,sail,rock,travel,corse,corsica,sergent,samsara,gothic,underwater diving,scuba,aviation,russia,reef,khmer,swimming,pool,dubbed,bangkok,swim,dive,diving"
0eXwnEtKKXE,เพลง แม่จอมแก่น - Wednesday Child,Seven Pounds Record,10,2011-03-28T12:46:04Z,,460,2,0,0,,เพลงแม่จอมแก่น - Wednesday Child live at 7Pounds 2010
PmZ6tBatttY,เข้าสู้ประตูวิวาห์ - Wednesday Child,Seven Pounds Record,10,2011-03-28T01:20:58Z,,16313,54,3,0,,Live at 7pounds 2010
cAlgrhR0rTM,Pattaya International Livestock Show 2011,lifeinthailand,15,2011-03-26T08:57:02Z,Pattaya|International|Livestock|Show|2011|Thailand|bangkok|Farm|Farmer|Cows|Horses|Shetland|Pony|Ponies|Black|Angus|Beef|Sheep|Goats|rabbits|Fish,1102,9,1,2,"{'url': 'https://i.ytimg.com/vi/cAlgrhR0rTM/sddefault.jpg', 'width': 640, 'height': 480}","A look at some of the animals at this year's livestock show.

Check out my eBook - Retired at 40 - https://shopthailandonline.com/product/ok-guys-retired-at-40-my-story/"
HbYAha4Y0Y4,"Test ""Martin D41 Special"" Guitar by Kwan JP",Kwan JP & Friends,27,2011-03-23T19:17:50Z,acoustic guitar|Martin D41 Special|ครูKwan JPguitarist|Fingerstyle|kwanjp|kwan jirapath,11172,12,0,5,"{'url': 'https://i.ytimg.com/vi/HbYAha4Y0Y4/sddefault.jpg', 'width': 640, 'height': 480}","My student got this guitar and he carried to my class. So I tested and recorded it.
VDO Recored by Zoom Q3.

Play by .....  Kwan Jirapath (จิรพัฒน์ ปริชาตินนท์)

ติดต่อสอบถามข้อมูลการเรียนกีตาร์กับ ครูKwan ได้ที่ 
Facebook:  https://www.facebook.com/kwan.jpguitarist?ref=tn_tnmn"
V8J-O70VM4E,Suối tiên - Saigon-VietNam,Tokykynay,10,2011-03-23T10:16:26Z,Suối Tiên Amusement Park (Amusement Park)|Ho Chi Minh City (Vietnamese Centrally-controlled Municipality)|Saigon (Musical Artist)|Music Vietnam|Saigon River (River)|Vietnamese People (Ethnicity)|Vietnam (Country)|Laos|Singapur|Indonesia|Columbus|VIETNAM-SONG,15084,,,,"{'url': 'https://i.ytimg.com/vi/V8J-O70VM4E/sddefault.jpg', 'width': 640, 'height': 480}","VietNam is very nice People... I find excellent Landscape and many beautiful remembrance for ever....
VietNam finde Ich Ganz sicher Wunderbares Land,und werde Ich immer noch besuchen...
Suoi Tien rat dep, rat nhieu nguoi den day tham quan...
Cam on VietNam"
QDQ4IQcrFdY,Mu Ko Ang Thong Best Angthong National Marine Park  อ่างทองอุทยานแห่งชาติ,le sergent,19,2011-03-16T00:16:18Z,angthong|natoinal|marine|park|koh|samui|tao|nag|yuan|phangan|mah|maya|full|moon|party|maé|samaya|bura|sapa|bkk|bonhkok|resort|beach|plage|di|caprio|atolls|thailand|thailande|port|boat|lagoon|fresh|young|coconut|coco|palmier|sea|sun|khmer|ocean|dubbed|bangkok|karaoke|jumping|travel log|inspirational|high rev engine|helicopter|racing|motor sports|hiking|extreme driving|cruiser|reef|model vehicles|backflip|off-road biking|dirt-biking|stunts|Mu Ko Ang Thong|the beach|dicaprio,43106,70,11,5,,"Angthong National Marine Park - Thale Nai - Koh Samui - Thailand 

อ่างทองอุทยานแห่งชาติ

Alta Roca Chaman Travel ( Album Samsara )

Le Sergent

Groupe de Musique Electro Pop Rock en Corse  dans la région du Valinco

Notre chaine YouTube :

http://www.youtube.com/sgtfloydpeppers

Notre page sur Facebook :

http://www.facebook.com/sergentfloydpeppers

le sergent sur itune :

http://itunes.apple.com/fr/artist/le-sergent/id333620316

Mu Ko Ang Thong is an archipelago of 40 islands in the Gulf of Thailand. The archipelago is uninhabited and covered with thick tropical forest. The islands are famous for their pristine beaches, which served as the setting for the movie ""The Beach"", starring Leonardo DiCaprio.


Tipeee ! parceque ton soutien c'est bien -) 
https://fr.tipeee.com/le-sergent-floyd-peppers

My play list of Timelapse : https://www.youtube.com/playlist?list=PL187A5166A3D38CEC

Un like, un pouce bleu ou un gentil commentaire fait toujours plaisir
Abonné vous à ma chaine : 
https://www.youtube.com/user/sgtfloydpeppers/?sub_confirmation=1
& liker ma page facebook : 
https://www.facebook.com/sergentfloydpeppers



tags : angthong,natoinal,marine,park,koh,samui,tao,nag,yuan,phangan,mah,maya,full,moon,party,maé,samaya,bura,sapa,bkk,bonhkok,resort,beach,plage,di,caprio,atolls,thailand,thailande,port,boat,lagoon,fresh,young,coconut,coco,palmier,sea,sun,khmer,ocean,dubbed,bangkok,karaoke,jumping,travel log,inspirational,high rev engine,helicopter,racing,motor sports,hiking,extreme driving,cruiser,reef,model vehicles,backflip,off-road biking,dirt-biking,stunts,Mu Ko Ang Thong,the beach,dicaprio"
JfjpZnHBn4o,Thailand Rundreise   Teil 2,Jürgen Hertel,19,2011-03-12T19:21:06Z,Thailand|Rundreise|Chiang Rai (City/Town/Village)|Taton|Hua Hin District (Administrative Division)|River Kwai,1930,4,0,0,"{'url': 'https://i.ytimg.com/vi/JfjpZnHBn4o/sddefault.jpg', 'width': 640, 'height': 480}",Chiang Rai - Taton - Golf von Thailand - Hua Hin - River Kwai Bridge
8q7JlPqJBEU,Nordthailand Rundreise Teil 1,Jürgen Hertel,19,2011-03-10T22:14:54Z,Nordthailand|Rundreise|Bangkok (City/Town/Village)|Chiang Mai (City/Town/Village)|Golden Triangle (Location)|Meo Bergdorf|Northern Thailand (Administrative Division),4510,5,1,1,,Bangkok - Chiang Mai - Goldenes Dreieck - Meo Bergdorf
